country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,Notes 2000,Source 2000,Notes 2001,Source 2001,Notes 2002,Source 2002,Notes 2003,Source 2003,Notes 2004,Source 2004,Notes 2005,Source 2005,Notes 2006,Source 2006,Notes 2007,Source 2007,Notes 2008,Source 2008,Notes 2009,Source 2009,Notes 2010,Source 2010,Notes 2011,Source 2011,Notes 2012,Source 2012,Notes 2013,Source 2013,Notes 2014,Source 2014,Notes 2015,Source 2015,Notes 2016,Source 2016
Bahamas,8,11.8,18,20,22,25,26,27,31.54,33.88,43,65,71.75,72,76.92,78,80,10.6,Estimated based on 3 times the number of subscribers.,ITU estimate.,Estimated based on 3 times the number of subscribers.,ITU estimate.,Estimated based on 3 times the number of subscribers.,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,BAHAMAS TELECOMMUNICATIONS COMPANY LTD.,,BAHAMAS TELECOMMUNICATIONS COMPANY LTD.,,ITU estimate.,,Bahamas Telecommunications Company Ltd.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Bahrain,6.15,15.04,18.05,21.55,21.46,21.3,28.24,32.91,51.95,53,55,77,88,90,90.5,93.48,98,10.6,,,,,,,,,,,,,,,,Telecommunications Regulatory Authority (TRA),,Telecommunications Regulatory Authority (TRA),,Telecommunications Regulatory Authority (TRA),,Telecommunications Regulatory Authority (TRA),Estimated based on TRA 2011 Residential consumer survey,Telecommunications Regulatory Authority (TRA),Population age 15+. Estimated based on  2011 Residential consumer survey result and TRA analysis of the growth,Telecommunications Regulatory Authority (TRA),Population age 15+.,Telecommunications Regulatory Authority (TRA),Population age 15+.,Telecommunications Regulatory Authority (TRA),Population age 15+.,Telecommunications Regulatory Authority (TRA),,Information and E-Government Authority.
Bangladesh,0.07,0.13,0.14,0.16,0.2,0.24,1,1.8,2.5,3.1,3.7,4.5,5,6.63,13.9,14.4,18.25,10.6,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,Labour Force Survey 2013,Bangladesh Bureau of Statistics,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Barbados,3.97,11.94,27.84,39.69,49.8,52.5,55.3,58.2,61.4,64.7,65.1,66.5,71.2,71.8,75.16,76.11,79.55,10.6,,Cable and Wireless (Barbados) Limited.,,ITU estimate.,,ITU estimate.,,Ministry of Energy and Public Utilities.,,National Council for Science and Technology (NCST).,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Belarus,1.86,4.3,8.95,,,,16.2,19.7,23,27.43,31.8,39.65,46.91,54.17,59.02,67.3,71.11,10.6,,Beltelecom.,,Beltelecom.,,Beltelecom.,,,,,,,Population age 16+.,National Statistical Committee.,Population age 16+.,National Statistical Committee.,Population age 16+.,National Statistical Committee.,Population age 16+.,National Statistical Committee of the Republic of Belarus (Belstat),Population age 16+.,National Statistical Committee of the Republic of Belarus (Belstat),Population age 16+.,National Statistical Committee of the Republic of Belarus,Population age 16+.,National Statistical Committee of the Republic of Belarus (Belstat),"Population age 6+ (break in comparability, before 16+).",National Statistical Committee of the Republic of Belarus (Belstat),Population age 6+.,National Statistical Committee of the Republic of Belarus (Belstat),Break in series. Population age 6-72.,National Statistical Committee of the Republic of Belarus (Belstat),,National Statistical Committee of the Republic of Belarus (Belstat).
Belgium,29.43,31.29,46.33,49.97,53.86,55.82,59.72,64.44,66,70,75,81.61,80.72,82.17,85,85.05,86.52,10.6,,Institut belge des services postaux et des télécommunications (IBPT).,,Institut belge des services postaux et des télécommunications (IBPT).,,Institut belge des services postaux et des télécommunications ,,Institut belge des services postaux et des télécommunications ,,Institut belge des services postaux et des télécommunications ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Belgian Institute for Postal Services and Telecommunications ,,Belgian Institute for Postal Services and Telecommunications ,,Belgian Institute for Postal Services and Telecommunications , Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74. Last three months. ,Eurostat,Population age 16-74. Last three months. ,Eurostat.,Population age 16-74. Last three months. ,Eurostat.
Belize,5.96,,5.68,,9.8,17,24,24.6,26.3,27.2,28.2,30.7,31,33.6,38.7,41.59,44.58,10.6,,Belize Telecommunications Ltd (BTL).,,,,ITU estimate.,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,Population age 5+.,Staistical Institute of Belize,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Benin,0.23,0.36,0.7,0.95,1.18,1.27,1.54,1.79,1.85,2.24,3.13,4.15,4.5,4.9,6,11.25,11.99,10.6,,,,,,,,,,,,,,,,Autorité Transitoire de Régulation des Postes et Télécommunications,,Autorité Transitoire de Régulation des Postes et Télécommunications,,Autorité Transitoire de Régulation des Postes et Télécommunications,,Autorité Transitoire de Régulation des Postes et Télécommunications,Population 6+,NSO.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
Bermuda,42.95,47.51,52.03,56.52,60.99,65.45,69.9,74.35,82.3,83.25,84.21,88.34,91.3,95.3,96.8,98.32,98,10.6,,,,,,,,,,,,,,,,,Population age 18+.,Bermuda Government Department of Statistics.,, Bermuda Government Department of Statistics.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.
Bhutan,0.4,0.86,1.68,2.44,3.16,3.85,4.52,5.92,6.55,7.17,13.6,14.4,15.6,22.4,30.3,39.8,41.77,10.6,,,,,,,,,,,,,,,,Bhutan InfoComm and Media Authority,,Bhutan InfoComm and Media Authority,,Bhutan InfoComm and Media Authority,Country estimate. ,Ministry of Information & Communications,,"ITU estimate.
",,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Bolivia,1.44,2.12,3.12,3.51,4.44,5.23,6.2,10.5,12.5,16.8,22.4,30,35.34,36.99,34.6,35.56,39.7,10.6,,SITTEL. ITU estimate.,,SITTEL. ITU estimate.,,SITTEL. ITU estimate.,,Superintendencia de Telecomunicaciones.,,Superintendencia de Telecomunicaciones.,,Superintendencia de Telecomunicaciones.,,Superintendencia de Telecomunicaciones.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,Population age 5+ in the last 12 months.,Instituto Nacional de Estadística,Population age 5+ in the last 3 months.,Instituto Nacional de Estadística,Population age 5+ in the last 3 months.,Statistic National Institute,,ITU estimate.,,ITU Estimate.
Bosnia and Herzegovina,1.08,1.2,2.65,3.97,15.47,21.33,25.12,27.92,34.66,37.74,42.75,43.89,45.06,48.52,49.92,52.6,54.74,10.6,,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH).,,Public Enterprise PTT Bosnia and Herzegovina (PTT BIH).,,Communications Regulatory Agency B & H.,,ITU estimate.,,Communications Regulatory Agency B & H.,,Communications Regulatory Agency B & H.,,Communications Regulatory Agency B & H.,,Communication Regulatory Agency,,Communication Regulatory Agency,,Communication Regulatory Agency,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Agency for statistics.
Botswana,2.9,3.43,3.39,3.35,3.3,3.26,4.29,5.28,6.25,6.15,6,9,16,30,36.74,37.31,39.36,10.6,,Botswana Telecommunication Corporation.,,Botswana Telecommunication Corporation.,,Botswana Telecommunication Corporation.,,Botswana Telecommunications Authority (BTA).,,Botswana Telecommunications Authority (BTA).,,ITU estimate.,,Botswana Telecommunications Authority (BTA).,,BOTSWANA TELECOMMUNICATIONS AUTHORITY,,BOTSWANA TELECOMMUNICATIONS AUTHORITY,,Estimate from BOTSWANA TELECOMMUNICATIONS AUTHORITY,,Botswana Telecommunications Authority,,RIA.,,ITU estimate.,,ITU estimate.,,Central Statistics Office.,,ITU estimate.,,ITU Estimate.
Brazil,2.87,4.53,9.15,13.21,19.07,21.02,28.18,30.88,33.83,39.22,40.65,45.69,48.56,51.04,54.55,58.33,60.87,10.6,,,,,,,,,,,Population age 10+ using internet in the last 3 months.,IBGE.,Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).,ITU estimate based on Brazilian Internet Steering Committee.,Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).,ITU estimate based on Brazilian Internet Steering Committee.,Population age 10+ using internet in the last 3 months.,Brazilian Internet Steering Committee.,Population age 10+ using internet in the last 3 months.,Brazilian Internet Steering Committee.,In the last 3 months. Population 10+.,Brazilian Internet Steering Committee.,Population age 10+ using internet in the last 3 months.,Brazilian Internet Steering Committee.,Population age 10+.,NIC.br,Population age 10+.,NIC.br,Population age 10+.,NIC.br,,Brazilian Internet Steering Committee.,,NIC.br
British Virgin Islands,,,18.89,,,,,,,36,37,37.4,37.6,,,,,10.6,,,,,,,,,,,,,,,,,,,,Telecommunications Regulatory Commission,,Telecommunications Regulatory Commission,,,,,,,,,,,,
Brunei Darussalam,9,12.92,15.33,19.6,29.72,36.47,42.19,44.68,46,49,53,56,60.27,64.5,68.77,71.2,90,10.6,,Jabatan Telekom Brunei (JTB). Ministry of Communications.,,Jabatan Telekom Brunei (JTB). Ministry of Communications.,,AiTi.,,AiTi.,,AiTi.,,AiTi.,,AiTi.,,Authority for Info-communications Technology Industry of Brunei Darussalam (AITI),Estimate.,Authority for Info-communications Technology Industry of Brunei Darussalam,Estimate.,Authority for Info-communications Technology Industry of Brunei Darussalam,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Department of Statistics.
Bulgaria,5.37,7.61,9.08,12.04,18.13,19.97,27.09,33.64,39.67,45,46.23,47.98,51.9,53.06,55.49,56.66,59.83,10.6,,Bulgarian Telecommunications Company Ltd.,,Bulgarian Telecommunications Company Ltd.,,Communications Regulation Commission.,,Communications Regulation Commission.,Population age 16-74.,Eurostat,Population age 16-74.,Communications Regulation Commission.,Population age 16-74.,Eurostat,Population age 16-74.,Communications Regulation Commission,Population age 16-74.,Communications Regulation Commission,"Population age 16-74.
",Communications Regulation Commission,"Population age 16-74.
",Communications Regulation Commission, Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,National Statistical Institute.
Burkina Faso,0.08,0.16,0.2,0.37,0.4,0.47,0.63,0.75,0.92,1.13,2.4,3,3.73,9.1,9.4,11.39,13.96,10.6,,,,,,,,,,,,,,,,Autorité de Régulation des Télécommunications Électroniques (ARCE),,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Burundi,0.08,0.11,0.12,0.2,0.35,0.54,0.66,0.7,0.81,0.9,1,1.11,1.22,1.26,1.38,4.87,5.17,10.6,,,,,,,,,,,,,,,,Agence de Régulation et de Contrôle des Télécommunications (ARCT),,Agence de Régulation et de Contrôle des Télécommunications (ARCT),,ITU estimate. ,,ITU estimate. ,,ITU estimate.,,ITU estimate.,Population age 5+.,Institut de Statistiques et d'tudes Economiques,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Cambodia,0.05,0.08,0.23,0.26,0.3,0.32,0.47,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,22.33,32.4,10.6,,Ministry of Post and Telecommunications (MPTC).,,Ministry of Post and Telecommunications (MPTC).,,Ministry of Post and Telecommunications (MPTC).,,Ministry of Post and Telecommunications (MPTC).,,Ministry of Post and Telecommunications (MPTC).,,Ministry of Post and Telecommunications (MPTC).,,ITU estimate.,,MINISTRY OF POSTS & TELECOMMUNICATIONS OF CAMBODIA (MPTC),,MINISTRY OF POSTS & TELECOMMUNICATIONS OF CAMBODIA (MPTC),,MINISTRY OF POSTS & TELECOMMUNICATIONS OF CAMBODIA (MPTC),,Ministry of Posts and Telecommunications,,ITU estimate.,,National Institute of Statistics,Based on Cambodia's Inter-censal Population Survey 2013 and growth of mobile broadband.,ITU estimate based on National Institute of Statistics,,ITU estimate.,,ITU estimate.,,National Institute of Statistics.
Cameroon,0.25,0.28,0.36,0.59,0.98,1.4,2.03,2.93,3.4,3.84,4.3,5,7.5,10,16.21,20.68,25,10.6,,,,,,,,,,,,,,,,Agence de Régulation des Statistiques,,ITU estimate.,,Agence de Régulation des Statistiques,,ITU estimate.,,ITU estimate. ,,ITU estimate.,,ITU estimate.,Population age 15+.,Institut National de la Statistique,,ITU estimate.,,ITU Estimate.
Canada,51.3,60.2,61.59,64.2,65.96,71.66,72.4,73.2,76.7,80.3,80.3,83,83,85.8,87.12,88.47,89.84,10.6,"Survey result, scope age unknown.",Statistics Canada.,"Survey result, scope age unknown.",Statistics Canada.,"Survey result, scope age unknown.",Statistics Canada.,"Survey result, scope age unknown.",Statistics Canada.,"Survey result, scope age unknown.",Statistics Canada.,Population age 16+.,Statistics Canada.,Estimated based on Survey's results 2005 and 2007. Population age 16+.,ITU estimate.,Population age 16+.,Statistics Canada.,Estimate based on Survey's results 2007 and 2009. Population age 16+.,ITU estimate.,Population age 16+.,Statistics Canada.,"Population age 16+. Survey was redesigned, therefore comparison with previous years should not be done.",Statistics Canada.,,ITU estimate.,"Residents of Canada 16 years of age or older excluding: Residents of the Yukon, Northwest Territories and Nunavut, Inmates of Institutions, Persons living on Indian Reserves, and Full time members of the Canadian Forces.",CIUS.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Cape Verde,1.82,2.69,3.52,4.32,5.32,6.07,6.81,8.28,14,21,30,32,34.74,37.5,40.26,47.96,50.32,10.6,,Cabo Verde Telecom.,,Cabo Verde Telecom.,,ITU estimate.,,Cabo Verde Telecom.,,Cabo Verde Telecom.,,Instituto das Comunicações e das Tecnologias de Informação.,,Instituto das Comunicações e das Tecnologias de Informação.,,Instituto das Comunicações e das Tecnologias de Informação.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Instituto Nacional de Estatística,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Instituto Nacional de Estatística.
Cayman Islands,,,,,,38.03,44.5,52,61,64.5,66,69.47,69.7,71.4,74.1,77,79,10.6,,,,,,,,,,,Source: Tower Omnibus Survey.,,,ITU estimate.,,ITU estimate.,,Information and Communications Technology Authority ,,Information and Communications Technology Authority ,,ITU estimate confirmed by the Information and Communications Technology Authority ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Central African Rep.,0.05,0.08,0.13,0.15,0.22,0.27,0.31,0.38,1,1.8,2,2.2,3,3.4,3.6,3.8,4,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Société Centrafricaine des Télécommunications.,,Société Centrafricaine des Télécommunications.,,ITU estimate.,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.
Chad,0.04,0.05,0.17,0.32,0.36,0.4,0.58,0.85,1.19,1.5,1.7,1.9,2.1,2.5,2.9,3.5,5,10.6,,SOTEL.,,SOTEL.,,SOTEL.,,SOTEL.,,Office Tchadien de Régulation des Télécommunications.,,Office Tchadien de Régulation des Télécommunications.,,Office Tchadien de Régulation des Télécommunications.,,Office Tchadien de Régulation des Télécommunications.,,Office Tchadien de Régulation des Télécommunications,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.
Chile,16.6,19.1,22.1,25.47,28.18,31.18,34.5,35.9,37.3,41.56,45,52.25,55.05,58,61.11,64.29,66.01,10.6,Internet users 5+ over the total population.,"OSILAC, ECLAC.",Estimated based on surveys' results. Internet users 5+ over the total population.,ITU estimate.,Estimated based on surveys' results. Internet users 5+ over the total population.,ITU estimate.,Internet users 5+ over the total population.,Ministerio de Planificación.,Estimated based on surveys' results. Population age 5+.,ITU estimate.,Estimated based on surveys' results. Population age 5+.,ITU estimate.,Population age 5+.,Ministerio de Planificación.,Estimated based on surveys' results. Population age 5+.,ITU estimate.,Estimated based on surveys' results. Population age 5+.,ITU estimate.,Population age 5+.,Ministerio de Planificación.,Estimated based on surveys' results. Population age 5+.,ITU estimate.,Population age 5+.,Ministerio Desarrollo Social,,ITU  estimate.,Population age 5+.,Ministerio Desarrollo Social,,ITU estimate.,,ITU estimate.,,ITU Estimate.
China,1.78,2.64,4.6,6.2,7.3,8.52,10.52,16,22.6,28.9,34.3,38.3,42.3,45.8,47.9,50.3,53.2,10.6,,CNNIC.,,CNNIC.,,CNNIC.,,CNNIC.,,CNNIC.,,CNNIC.,Population age 6+. Online at least one hour per week.,CNNIC.,,CNNIC.,,Ministry of Information Industry (MII).,,Ministry of Industry and Information Technology,,Ministry of Industry and Information Technology,,Ministry of Industry and Information Technology,,ITU estimate., Permanent residents at the age of 6 or above. In the last 6 months.,ITU Research based on CNNIC report., Permanent residents at the age of 6 or above. In the last 6 months.,ITU estimate., Permanent residents at the age of 6 or above. In the last 6 months.,ITU estimate.,,CNNIC.
Colombia,2.21,2.85,4.6,7.39,9.12,11.01,15.34,21.8,25.6,30,36.5,40.35,48.98,51.7,52.57,55.9,58.14,10.6,,Ministerio de Comunicaciones.,,Ministry of Communications' estimate.,,Ministerio de Comunicaciones.,June.,Ministerio de Comunicaciones.,,Ministerio de Comunicaciones.,,Ministerio de Comunicaciones.,,Ministerio de Comunicaciones.,,ITU estimate.,Population age 5+.,Departamento Administrativo Nacional de Estadística-DANE.,Population age 5+.,Departamento Administrativo Nacional de Estadística-DANE.,Population age 5+.,Departamento Administrativo Nacional de Estadística-DANE.,Population age 5+.,Departamento Administrativo Nacional de Estadística - DANE,Population age 5+.,Departamento Administrativo Nacional de Estadistica (DANE),Population age 5+.,Departamento Administrativo Nacional de Estadistica (DANE),Population age 5+.,Departamento Administrativo Nacional de Estadistica (DANE),Population age 5+.,Departamento Administrativo Nacional de Estadistica (DANE),,Departamento Administrativo Nacional de Estadistica (DANE).
Comoros,0.27,0.44,0.55,0.85,1.33,2,2.2,2.5,3,3.5,5.1,5.5,5.98,6.5,6.98,7.46,7.94,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Congo (Dem. Rep.),0.01,0.01,0.09,0.13,0.2,0.24,0.3,0.37,0.44,0.56,0.72,1.2,1.68,2.2,3,3.8,6.21,10.6,ITU estimate. ,,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,Country estimate.,Autorité de Régulation de la Poste et des Télécommunications,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Congo (Rep.),0.03,0.03,0.16,0.46,1.08,1.46,2.01,2.76,4.29,4.5,5,5.6,6.11,6.6,7.11,7.62,8.12,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Direction Génerale de l'Administration Centrale des Postes et Télécommunications du Congo.,,Direction Génerale de l'Administration Centrale des Postes et Télécommunications du Congo.,,ITU estimate.,,ITU estimate.,Estimate based on the number of fixed and mobile broadband subscriptions. ,Agence de Régulation des Postes et des Communications Electroniques,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Cook Islands,15.66,18.08,20.02,22.87,23.99,26.2,25.86,25.6,25.41,30.29,35.71,39.03,42,45,48,51,54,10.6,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,Telecom Cook Islands Ltd.,,Telecom Cook Islands Ltd.,this figure includes all individuals who have access to the internet at home.,Cook Islands Statistics Office,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Costa Rica,5.8,9.56,19.89,20.33,20.79,22.07,25.1,28.4,32.29,34.33,36.5,39.21,47.5,45.96,53,59.76,66.03,10.6,,,,,,,,,,,Population age 5+.,Instituto Nacional de Estadística y Censos,Estimated based on 2005 and 2008 surveys' results. Population age 5+,ITU estimate.,Estimated based on 2005 and 2008 surveys' results. Population age 5+,ITU estimate.,Population age 5+ using Internet in the last 3 months.,Instituto Nacional de Estadística y Censos,Population age 5+ using Internet in the last 3 months.,ICE-Telecomunicaciones,Population age 5+ using Internet in the last 3 months.,Instituto Nacional de Estadisticas y Censos (INEC),Total population. In the last three months.,Instituto Nacional de Estadisticas y Censos (INEC),In the last 3 months. Population 5+.,Instituto Nacional de Estadisticas y Censos (INEC),Break in comparability. Total population. In the last three months.,Instituto Nacional de Estadisticas y Censos (INEC),,ITU estimate.,Population age 5+ in the last three months.,Instituto Nacional de Estadística y Censos,,Instituto Nacional de Estadística y Censos.
Côte d'Ivoire,0.23,0.4,0.5,0.76,0.85,1.04,1.52,1.8,1.9,2,2.7,2.9,5,12,19.27,21.89,26.53,10.6,,,,,,,,,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.,,ITU Estimate.
Croatia,6.64,11.56,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.79,61.94,66.75,68.57,69.8,72.7,10.6,,,,,,Croatian Post and Electronic Communications Agency (HAKOM). ,,,,,Population age 16-74.,,Population age 16-74.,,Population age 16-74.,Eurostat.,Population age 16-74.,Croatian Post and Electronic Communications Agency (HAKOM),Population age 16-74.,Croatian Post and Electronic Communications Agency (HAKOM),Population age 16-74.,Croatian Post and Electronic Communications Agency (HAKOM), Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Eurostat.
Cuba,0.54,1.08,3.77,5.24,8.41,9.74,11.16,11.69,12.94,14.33,15.9,16.02,21.2,27.93,29.07,37.31,38.77,10.6,Refers only to users with access to the international network.,Ministerio de la Informática y las Comunicaciones.,Refers only to users with access to the international network.,Ministerio de la Informática y las Comunicaciones.,Incl. users of the international network and also those having access only to the Cuban network.,ONE.,Incl. users of the international network and also those having access only to the Cuban network.,ONE.,Incl. users of the international network and also those having access only to the Cuban network.,ONE.,Incl. users of the international network and also those having access only to the Cuban network.,ONE.,Incl. users of the international network and also those having access only to the Cuban network.,ONE.,Incl. users of the international network and also those having access only to the Cuban network.,Ministerio de la Informática y las Comunicaciones,Incl. users of the international network and also those having access only to the Cuban network.,Ministerio de la Informática y las Comunicaciones,Incl. users of the international network and also those having access only to the Cuban network. Users of international network account for 2.9%.,Ministerio de la Informática y las Comunicaciones,Incl. users of the international network and also those having access only to the Cuban network.,Ministerio de la Informática y las Comunicaciones,Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.,Oficina Nacional de Estadisticas (ONE),,ITU estimate.,Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.,Oficina Nacional de Estadisticas (ONE),Population age 6+.,Oficina Nacional de Estadisticas e Información (ONEI),Population age 6+.,Oficina Nacional de Estadística e Información (ONEI),,ITU Estimate.
Cyprus,15.26,18.82,28.32,30.09,33.83,32.81,35.83,40.77,42.31,49.81,52.99,56.86,60.69,65.45,69.33,71.72,75.9,10.6,,ESIS.,,ESIS.,,ESIS. ESIS. ESIS.,,ITU estimate based on Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,"Population age 16-74.
",Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Statistical Service of Cyprus.
Czech Republic,9.78,14.7,23.93,34.3,35.5,35.27,47.93,51.93,62.97,64.43,68.82,70.49,73.43,74.11,74.23,75.67,76.48,10.6,,Ministry of Economy. Czech Telecommunication Office.,,Ministry of Economy. Czech Telecommunication Office.,,Ministry of Economy. Czech Telecommunication Office estimate.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat., Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16+.,Czech Statistical Office.,Population age 16+.,Czech Statistical Office.,Population age 16+.,Czech Statistical Office.
D.P.R. Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10.6,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,Commercially not available. Local Intranet available in country.,Ministry of Posts and Telecommunications.,,Ministry of Posts and Telecommunications.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,,,,,,,
Denmark,39.17,42.96,64.25,76.26,80.93,82.74,86.65,85.03,85.02,86.84,88.72,89.81,92.26,94.63,95.99,96.33,96.97,10.6,E-mail users.,MR&IT.,,ITU estimate.,Population age 16-74 using Internet in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat.,"Population age 16-74.
",National IT- and Telecom Agency NITA, Users in the last 3 months. Age 16-74.,Eurostat., Users in the last 3 months.,Eurostat.,Population age 16-74.,Eurostat.,Population age 16-74.,Eurostat,Population age 16-74.,Eurostat.,,Statistics Denmark.
Djibouti,0.19,0.34,0.49,0.63,0.78,0.95,1.27,1.62,2.26,4,6.5,7,8.27,9.5,10.71,11.92,13.13,10.6,,,,,,,,,,,,,,,,"Ministére de la Communication et de la Culture, chargé des Postes et des Télécommunications",,"Ministére de la Communication et de la Culture, chargé des Postes et des Télécommunications",,ITU estimate. ,,ITU estimate. ,,ITU estimate. ,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU Estimate.
Dominica,8.81,13.25,18.42,23.62,30.32,38.54,39.4,40.27,41.16,42.02,47.45,48.6,49.8,51,57.5,65,67.03,10.6,,,,,,,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ITU estimate.,,National Telecommunications Regulatory Commission,,ITU estimate.,,ITU estimate.,,ITU estimate.,,ECTEL,,ITU Estimate.,,ITU Estimate.
